1,jWmY jyerobkByrdqHc.QQLAKjcAHGsZkIIIuTNhIzd,0.13953488372093023
2,jWmY jyerobkByrdqHc.QQLAKjcAHGsZkIIIuTNhIzd,0.13953488372093023
3,jWmY jyerobkByrdqHcdCULAKjcAHGsZkIIIuTNhIzd,0.16279069767441862
4,jWmY jyerobkByrdqHc.QQLAKjcAHGoOIwUEnaqbyzd,0.16279069767441862
5,jWmY jyerobkByrdqHc.QQLAKjcAHGoWDJsEnaqbyzd,0.18604651162790697
6,jWmP jyerobsByHuKHckJog.ulYNYnoOIIIIuTNhIzd,0.18604651162790697
7,jWmY jyerob.ByrdqHc.QQLAKjcAHnoOIwUEnaqbyzd,0.18604651162790697
8,jWm. jyerobsByHuKHckJog.ulYNYnoOIhIIuTNhIzx,0.18604651162790697
9,FQwbyNejxibkTyrdqHc.Qog.ulYNYnoOIgVxxvkwNP!,0.18604651162790697
10,jWm. jyerobkByHuKHckJog.ultNYnoDIhIIubNhIzx,0.18604651162790697
11,jWm. jyerobkByHuKHckJog.ultNYnoDIhIIubNhIzx,0.18604651162790697
12,mWmYF JvSOiikyrdqHckJog.blYNYnoOkIIIUTNlyzd,0.18604651162790697
13,aauxLBbRuzGrByrdqxc.QQLBKjYNYnoOIwIIuTNhdFS,0.18604651162790697
14,naDG!VzerobkByrdqxc.QQLBKjYNYnoOIwIIubB.NNS,0.18604651162790697
15,qaGbUjyerobkByQdhHcknog.ulYN!nogarsL.gDlItG,0.20930232558139536
16,qaGbUjyerobkByQdhHcknog.ulYN!nogarsL.gDlItG,0.20930232558139536
17,TWmpTCsgrobkByrdqbpZdmgxZjcAHGTZdIIIu!whSzd,0.20930232558139536
18,TWmpTCsgrobkByrdqbpZdmgxZjcAHGTZdIIIu!whSzd,0.20930232558139536
19,TWmpTCsmrEbkByrdqbpZdmgxZhcAHLTZqIITu!whSzd,0.20930232558139536
20,TWmpTCsgrobkByrdqbpZdmgxZjcAHGTZdIIIu!whSzd,0.20930232558139536
21,qaGbgjbJrNekByrsqHcwQQLAKjcAHWspqIIxxvZtNP!,0.23255813953488372
22,TWmpTCsmrEbkByrfqHc.QALAKjcAYnoOIwUTu!whSzd,0.23255813953488372
23,qaxbyFDbDGhkByrfqHc.QALAKjcAYnoZkIIIuvNhItB,0.23255813953488372
24,qaGbUjbJrobkByrvhHc.QQLAKjcAHnogarsL.gDlItG,0.23255813953488372
25,TWmpTCsmrEbkByrfqHc.QALAKjcAYnoOIwUTu!whSzd,0.23255813953488372
26,TWmpyFDbDGhkByrdqbpZdmgxZjcAHGTZdIIIu!whSzd,0.23255813953488372
27,jWMYyFDirobkByQdhHc.QQLAKjcAHnogarsL.gDlIzd,0.2558139534883721
28,qaGbUjyerobkByQdhHc.Q LAKjcAHnogarsLuvNlItG,0.2558139534883721
29,raGbUjberobtByrdqHcdfZgAKjcAHGspqIIxxvZtNP!,0.27906976744186046
30,raGbUjberobtByrdqHcdfZgAKjcAHGspqIIxxvZtNP!,0.27906976744186046
31,qaGbUjEirobkzyydrHcdQ LAKjcAHnogarsLuvNlItG,0.3023255813953488
