1,CaG,voDeIqfdHyoRIvn !,0.19047619047619047
2,CaG,voDeIqfdHyoRIvn !,0.19047619047619047
3,CaY,T DgGcSdFxAafjM !,0.23809523809523808
4,CaY,T DgGcSdFxAafjM !,0.23809523809523808
5,CaY,T DgGcSdFxAafjM !,0.23809523809523808
6,KaTpbzbiKCpFnPMjSi,yJ,0.23809523809523808
7,au,oJ HmrwuCcC, fheee,0.2857142857142857
8,au,oJ HmrwuCcC, fheee,0.2857142857142857
9,au,oJ HmrcHsby, fheee,0.3333333333333333
10,aa,oJ HmrwuCcC, fheee,0.3333333333333333
11,aaEpq HmrwuCcC, fheee,0.38095238095238093
12,aaEpq HmrwuCcC, fheee,0.38095238095238093
13,aaEpq HmrwuCcC, fheee,0.38095238095238093
14,aaEpq HmrwuCcC, fheee,0.38095238095238093
15,CaGkvzbiKCkdcC, fheee,0.38095238095238093
16,oaTpyzbiKShmaJk fhec!,0.47619047619047616
17,oaTpyzbiKShmaJk fhec!,0.47619047619047616
18,aaEpq Hmrwhkay, fheee,0.5238095238095238
19,aaEpq Hmrwhkay, fheee,0.5238095238095238
20,aaEpq Hmrwhkay, fheee,0.5238095238095238
21,aaEpq Hmrwhkay, fheee,0.5238095238095238
22,aaEpq Hmrwhkay, fheee,0.5238095238095238
23,oaTpyzbiKShmaC, fheee,0.5238095238095238
24,aaEpq Hmrwhkay, fheee,0.5238095238095238
25,oaTpyzbiKShmaC, fheee,0.5238095238095238
26,oaTpyzbiKShmaC, fheee,0.5238095238095238
27,aappAabXythdcE, fheee,0.5238095238095238
28,aaw!yFbiwthkay, fheee,0.5714285714285714
29,aaqpR biIK!day, fheee,0.5714285714285714
30,aappA bXythdcE, fheee,0.5714285714285714
31,aaw!yFbiwthkay, fheee,0.5714285714285714
32,aaw!yFbiwthkay, fheee,0.5714285714285714
33,aaw!yFbiwthkay, fheee,0.5714285714285714
34,aaw!yFbiwthkay, fheee,0.5714285714285714
35,aaqpR biIK!day, fheee,0.5714285714285714
36,oaTpy bXrwhmaC, fheee,0.5714285714285714
37,aaEpyzbiKthdFC, fhcen,0.5714285714285714
38,aaw!yFbiwthkay, fheee,0.5714285714285714
39,aaEpyzbiKthkay, fhcen,0.6190476190476191
40,aaEpyzbiKthkay, fhcen,0.6190476190476191
41,aaEpyzbiKthkay, fhcen,0.6190476190476191
42,oaHpy biK hday, fhec!,0.6666666666666666
43,oaHpy biK hday, fhec!,0.6666666666666666
44,oaHpy biK hday, fhec!,0.6666666666666666
45,aaw!y biwthday, fheee,0.6666666666666666
46,oaHpy biK hday, fhec!,0.6666666666666666
47,oaHpy biK hday, fhec!,0.6666666666666666
48,oaHpy biK hday, fhec!,0.6666666666666666
49,oaHpy biwthkay, fhec!,0.6666666666666666
50,oaHpy biK hday, fhec!,0.6666666666666666
51,oaHpy biK hday, fhec!,0.6666666666666666
52,oaHpy biwthday, fhec!,0.7142857142857143
53,oaHpy bir hday, fhec!,0.7142857142857143
54,oaHpy bir hday, fhec!,0.7142857142857143
55,oaHpy bir hday, fhec!,0.7142857142857143
56,oaHpy birwhday, fhec!,0.7142857142857143
57,oaHpy birwhday, fhec!,0.7142857142857143
58,oaHpy biK hday, fhec!,0.6666666666666666
59,oaHpy biKthkay, fhec!,0.6666666666666666
60,CaHpy biwthmay, fheeS,0.6666666666666666
61,aaGpy biwthkay, fheee,0.6666666666666666
62,aaGpy biwthkay, fheew,0.6666666666666666
63,MaHpy biwthkay, fhec!,0.6666666666666666
64,HaApy biKthday, fheee,0.7619047619047619
65,HaApy biKthday, fheee,0.7619047619047619
66,HaApy biKthday, fheee,0.7619047619047619
67,HaApy biKthday, fheee,0.7619047619047619
68,HaApy biKthday, fheee,0.7619047619047619
69,HaApy biKthday, fheee,0.7619047619047619
70,HaApy biKthday, fheee,0.7619047619047619
71,HaApy biKthday, fheee,0.7619047619047619
72,HaApy biKthday, fheee,0.7619047619047619
73,HaApy birthkay, fheee,0.7619047619047619
74,HaApy biKthday, fheee,0.7619047619047619
75,HaApy biKthdaC, fieee,0.7619047619047619
76,HaApy biKthday, fheee,0.7619047619047619
77,HaApy biKthday, fheee,0.7619047619047619
78,HaApy biKthday, fheee,0.7619047619047619
79,HaApy biKthday, fheee,0.7619047619047619
80,HaApy biythday, fheee,0.7619047619047619
81,HaEpy birthday, fheee,0.8095238095238095
82,HaEpy birthday, fheee,0.8095238095238095
83,HaEpy birthday, fheee,0.8095238095238095
84,HaEpy birthday, fheee,0.8095238095238095
85,HaApy birthday, fheee,0.8095238095238095
86,HaEpy birthday, fheee,0.8095238095238095
87,HaApy biKthday, fhhe!,0.8095238095238095
88,HaEpy birthday, fheee,0.8095238095238095
89,HaEpy birthday, fheee,0.8095238095238095
90,HaEpy birthday, fheee,0.8095238095238095
91,HaHpy biKthday, fhhe!,0.8095238095238095
92,HaApy birthday, fheee,0.8095238095238095
93,HaEpy birthday, fheee,0.8095238095238095
94,HaEpy birthday, fheee,0.8095238095238095
95,HaApy birthday, fheee,0.8095238095238095
96,HaApy biKthday, fiTee,0.8095238095238095
97,HaEpy birthday, fieee,0.8571428571428571
98,HaEpy birthday, fieee,0.8571428571428571
99,HaEpy birthday, fieee,0.8571428571428571
100,HaEpy birthday, fieee,0.8571428571428571
101,HaEpy birthday, fieee,0.8571428571428571
102,HaApy biKthday, fhhe!,0.8095238095238095
103,HaEpy birthday, fheee,0.8095238095238095
104,HaApy birthday, fhhe!,0.8571428571428571
105,HaApy biKthday, fhhe!,0.8095238095238095
106,HaApy birthday, fhee!,0.8571428571428571
107,HaHpy birthday, fi ee,0.8571428571428571
108,HaApy birthday, fhee!,0.8571428571428571
109,HaHpy birthday, fi ee,0.8571428571428571
110,HaHpy birthday, fi ee,0.8571428571428571
111,HaApy birthday, fiTee,0.8571428571428571
112,HaHpy birthday, fi ee,0.8571428571428571
113,HaApy birthday, fiTee,0.8571428571428571
114,HaHpy birthday, fi ee,0.8571428571428571
115,HaApy birthday, fiTen,0.8571428571428571
116,HaHpy birthday, fi ee,0.8571428571428571
117,HaApy birthday, fiTen,0.8571428571428571
118,HaHpy birthday, fi ee,0.8571428571428571
119,HaHpy birthday, fi ee,0.8571428571428571
120,HaEpy birthday, fhhe!,0.8571428571428571
121,HaApy birthday, fieee,0.8571428571428571
122,HaHpy birthday, fi ee,0.8571428571428571
123,HaApy birthday, fiTen,0.8571428571428571
124,HaApy birthday, fiTen,0.8571428571428571
125,HaEpy birthday, fhhe!,0.8571428571428571
126,HaApy birthday, fiTen,0.8571428571428571
127,HaEpy birthday, fhhe!,0.8571428571428571
128,HaApy birthday, fiTen,0.8571428571428571
129,HaApy birthday, fiTen,0.8571428571428571
130,HaEpy birthday, fhhe!,0.8571428571428571
131,HaApy birthday, fiTen,0.8571428571428571
132,HaEpy birthday, fhhe!,0.8571428571428571
133,HaApy birthday, fiTen,0.8571428571428571
134,Happy birthday, fiTen,0.9047619047619048
135,Happy birthday, fiTen,0.9047619047619048
136,Happy birthday, fiTen,0.9047619047619048
137,HaApy birthday, fisee,0.8571428571428571
138,HaApy birthday, fiTen,0.8571428571428571
139,HaApy birthday, fidee,0.8571428571428571
140,HaApy birthday, fite!,0.9047619047619048
141,HaApy birthday, fite!,0.9047619047619048
142,HaApy birthday, fite!,0.9047619047619048
143,HaApy birthday, fite!,0.9047619047619048
144,HaApy birthday, fite!,0.9047619047619048
145,HaApy birthday, fite!,0.9047619047619048
146,HaApy birthday, fite!,0.9047619047619048
